,number,value,datetime_start,datetime_complete,duration,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
65,65,6.0,2026-04-21 16:51:34.021332,2026-04-21 16:51:34.111533,0 days 00:00:00.090201,-21.577619388360304,30.036126361477535,43.809452943813895,21.730072651725663,95.71392269416185,54.54217505830127,-59.746309640780865,87.28426577151794,76.75384582571319,40.80698730695795,-27.28693170221279,47.51847065142832,Unfeasible shape,GPSampler,PRUNED
66,66,17.120225982388433,2026-04-21 16:51:34.251533,2026-04-21 16:51:39.597486,0 days 00:00:05.345953,-66.26329456269474,83.92065025849568,68.99596549201989,34.150142863781596,75.90588984409017,-27.21603615807905,-51.70569774316029,38.072847082505035,53.186996691514366,99.10448565977524,30.72368853756469,4.72942758303223,Unattained target,GPSampler,PRUNED
67,67,6.0,2026-04-21 16:51:39.743518,2026-04-21 16:51:39.821455,0 days 00:00:00.077937,-61.58454706385167,36.718664480856575,10.527050023778765,65.64103965108082,61.94358834365515,10.193942325965594,-70.20821646180332,90.47477943664325,78.2995332444405,26.986579126463084,-12.988454925716386,104.21472379482026,Unfeasible shape,GPSampler,PRUNED
68,68,6.0,2026-04-21 16:51:39.956429,2026-04-21 16:51:40.016539,0 days 00:00:00.060110,-75.16066765778326,80.117461443937,98.62109171077377,18.809683290830215,47.59499341877352,12.56422176770333,-78.8895369151098,77.60114215981214,83.98169684538557,97.49545469750369,11.547342874909162,29.442396799039493,Unfeasible shape,GPSampler,PRUNED
69,69,6.0,2026-04-21 16:51:40.151618,2026-04-21 16:51:40.254995,0 days 00:00:00.103377,-36.961288210497784,85.84684374647462,40.46119593629069,52.35247238897598,12.335132743102953,-20.402703275617462,-38.37431405770978,82.00846346367132,45.0044140063655,40.35535667020361,30.712430805617075,-0.14319163939888746,Unfeasible shape,GPSampler,PRUNED
70,70,6.0,2026-04-21 16:51:40.381622,2026-04-21 16:51:40.451674,0 days 00:00:00.070052,-65.77142372443062,53.67001384456929,86.01445830965459,46.74942708888392,12.009913836953604,30.40817951065351,-71.43760765812156,41.09673862882945,31.970590780151724,10.901681190975165,1.5184335085516913,-4.603664993814895,Unfeasible shape,GPSampler,PRUNED
71,71,6.0,2026-04-21 16:51:40.611656,2026-04-21 16:51:40.674281,0 days 00:00:00.062625,-66.05818396694845,40.280427201286486,24.011407472714694,78.53427934705358,109.44631245653915,49.51236226716115,-22.190423852344047,31.303816798974157,82.29295052481976,62.31294557296047,-27.29572868421551,75.04527350257341,Unfeasible shape,GPSampler,PRUNED
72,72,5.2591109077757565,2026-04-21 16:51:40.801619,2026-04-21 16:51:45.592449,0 days 00:00:04.790830,-73.98899372401827,62.91181400468439,22.248155400106196,80.58801276310952,53.513345826059044,7.390825355989527,-37.620062410400585,48.87574724424342,19.733715763809315,84.19176586604036,19.925756489852375,95.29661260355368,Unattained target,GPSampler,PRUNED
73,73,6.0,2026-04-21 16:51:45.716956,2026-04-21 16:51:45.781732,0 days 00:00:00.064776,-24.676852620726308,86.24350369195814,90.42593274380248,71.91333971851392,51.3774514058756,56.91704361619219,-31.46765400427816,90.13151982628858,58.75331144243264,10.349579035868581,-13.748357607248003,64.29090842299387,Unfeasible shape,GPSampler,PRUNED
74,74,6.0,2026-04-21 16:51:45.906966,2026-04-21 16:51:45.988589,0 days 00:00:00.081623,-20.85170947557392,82.03860327130177,54.31998300346224,27.50992074717727,66.45023791600725,-18.872167175320733,-64.24682888957362,38.983769719179975,44.48969272787516,54.59387923680374,-15.689820954139211,-7.940435243630407,Unfeasible shape,GPSampler,PRUNED
